id,entityId,esUpdatedOn,standardId,standardName,accountId,accountName,modifiedDate,auxiliaries,status,publicStateNameEn,projectId,projectName,projectDescription,environmentalCategory,piusListed,projectStartDate,projectActivationDate,projectPublicVisibility,statePublicVisibility,projectSubmittedDate,projectRegistrationDate,projectEndDate,masterProjectId,masterProjectName,projectType,vcsProjectId,validatorName,validatorId,ragRating,stateCode,units,countryId,countryName,city,stateProvince,gridReference,latitude,longitude,accountExternalIdentifier,certification,additionalCertification,additionalGoalInfo,complianceEligibility,projectSubmissionId,submissionDate,startDate,latitudeLongitude,sectoralScope,unitsIssuedInPermanenceBufferAccount,unitsIssuedInCorrespondingAdjustmentReserveAccount,unitsIssuedInCountrySopReserveAccount,electricityGenerated,plasticCredits,exanteQuantity,unitsGhgEmissionReduction,unitsIssued,unitsInOmgeAccount,unitsInAppFundAccount,hcloaName,corrAdjustmentName,projectCategory,projectActivityType,considerAccountPrivate,authorizedRepresentative,methodologies,ccbStandardTypeId,ccbStandardTypeName,periodOfValidityStart,verraProjectRegistrationDate,regionId,regionName,area,website,proponents,afoluNames,avgAnnualVolVcu,otherGhgProgramName,otherGhgProgramId,registeredOtherGhgProgram,jnrProgramProjectName,creditPeriodStartDate,creditPeriodEndDate,sdContributions,projectSize,projectSizeId,creditPeriodTerm,creditPeriod,jurisdictionalStatus,jurisdictionalStatusId,jnrScenario,jnrScenarioId,dateOfInactivity,linkedVcsProjectId,registeredInVcs,estimatedAnnualCarbonDioxideRemovals,estimatedEmissionsAnnualReduction,projectMaterialTypes,projectEndOfLifeSelections,fuente,_id_estable,metodo_correccion_coords,COD_DANE,NOMBRE_MPI
110200000676606,110200000676606,2026-08-21T17:27:52.551525356,150000000000001,Verified Carbon Standard,,,2024-09-26T17:54:24,,Inactive,Inactive,3646,Kúvay Macärö Vidi REDD+ Carurú -KUMAVI REDD+,"Kúvay Macärö Vidi REDD+ Carurú -KUMAVI REDD+ is a project located in the Amazon Colombian Forest, we are working whit the community of arará, Bacatí, Carurú, and Lagos de Jamaicurú. The project is on develop fase and by request of the community we need to register the project in the VCS + CCB standard. We project a reduction in emissions of 200,000 tons of CO2 equivalent per year. This using VM0015 and VM0037 methodologies.",Carbon,No,2017-01-01T00:00:00,,True,True,,,2046-12-31T00:00:00,,,,3646,,,,INACTIVE,False,100000000000011,Colombia,Carurú y Miraflores,Vaupés,,1.072928,-71.430092,,,,,,3646,2017-01-01T00:00:00,2017-01-01T00:00:00,1.072928/-71.430092,Agriculture Forestry and Other Land Use,,,,,,,,,,,,,,,False,,"VM0015 (Version NA), VM0037 (Version NA)",,,2017-01-01T00:00:00,,150000000000045.0,Latin America,289518.0,https://www.amazoncarbon.bio/kuwai-macaro-widi-redd-caruru/,"RESGUARDO INDÍGENA ARARÁ, BACATÍ, CARURÚ Y LAGOS DE JAMAICURÚ",REDD,300000,,,False,,2017-01-01T00:00:00,2046-12-31T00:00:00,,"5,000 - 1,000,000 tCO2-e per year",150000000000062,1.0,30.0,,,,,,,False,,,,,verra_platts,3646,original,97161,CARURÚ
110200000677425,110200000677425,2026-08-21T17:27:52.61116547,150000000000001,Verified Carbon Standard,,,2022-02-16T14:55:00,,Late to Verify,Late to Verify,386,La Cascada 2.3 MW Hydroelectric Project,"La Cascada is a run of river renewable small hydroelectric generating plant, with a capacity of 2.3 MW of energy generation that will be located in San Roque Jurisdiction, Antioquia Department, Colombia Republic utilizing water from the Guacas River.   The project activity contemplates the production of clean hydroelectric power that will be supplied to the national interconnection grid. The project will help to reduce Colombian CO2 emissions from petroleum and carbon consumption for electricity generation, which would have occurred otherwise in the absence of the project activity.",Carbon,No,2007-07-19T00:00:00,,True,True,,,2017-07-18T00:00:00,,,,386,Colombian Institute for Technical Standards and Certification (ICONTEC),110100000042585.0,,LATE_TO_VERIFY,True,100000000000011,Colombia,"San Roque Town, Community of Providencia",Antioquia Department,,6.510417,-74.917556,,,,,,386,2007-07-17T00:00:00,2007-07-17T00:00:00,6.510417/-74.917556,Energy industries (renewable/non-renewable sources),,,,,,,,,,,,,,,True,,ACM0002 (Version NA),,,2007-07-17T00:00:00,2020-04-06T00:00:00,150000000000045.0,Latin America,,,Prestadora de Servicios Públicos La Cascada SA ESP,,5139,,,False,,2007-07-19T00:00:00,2017-07-18T00:00:00,,"5,000 - 1,000,000 tCO2-e per year",150000000000062,1.0,,,,,,,,False,,,,,verra_platts,386,original,05670,SAN ROQUE
110200000675380,110200000675380,2026-08-21T17:27:46.297674803,150000000000001,Verified Carbon Standard,,,2024-09-06T07:55:55,,Registered,Registered,1206,Montanitas Hydroelectric Project,"The Montanitas Hydroelectric Project is a run of river hydroelectric power plant that is implemented on the Rio Grande River, located in the Don Matías and Santa Rosa de Osos Municipalities on the north-western region of the department of Antioquia, in the Republic of Colombia.   The plant is designed for a 7.0 m3/s flow, with a gross head of 416 meters, and will have two generating units, each one of 12.9 MW, that sum up to a maximum of 25.8 MW to an installed capacity at the generator terminals, but nonetheless, the power-plant will have an installed Effective capacity 19.9 MW and Annual Power Production 172GWh (to fulfill national grid requirements ) at the Mocorongo substation were the power-plant will be connected to the national grid; The total estimated emissions reduction for the crediting period is 473,170 tonns of CO2 e.",Carbon,No,2022-06-16T00:00:00,2024-09-06T07:55:55,True,True,,,2032-06-15T00:00:00,,,,1206,Swiss Association for Quality and Management Systems (SQS),110100000045144.0,,REGISTERED,True,100000000000011,Colombia,Rio Grande river basin,Santa Rosa de Osos and Don Matías,,6.5475,-75.3172,,,,,,1206,2012-06-16T00:00:00,2012-06-16T00:00:00,6.547500/-75.317200,Energy industries (renewable/non-renewable sources),,,,,,,,,,,,,,,False,,ACM0002 (Version 13),,,2012-06-16T00:00:00,2020-04-06T00:00:00,,,,,Celsia Colombia S.A. E.S.P. (PP),,55851,,,False,,2022-06-16T00:00:00,2032-06-15T00:00:00,,"5,000 - 1,000,000 tCO2-e per year",150000000000062,2.0,,,,,,,,False,,,,,verra_platts,1206,original,05237,DONMATÍAS
110200000678117,110200000678117,2026-08-21T17:27:58.379192141,150000000000001,Verified Carbon Standard,,,2022-01-12T22:49:51,,Pipeline listing requested (under development),Pipeline listing requested (under development),2869,Multimodal Transport on the Magdalena River by Impala Terminals,"The purpose of the project developed by Impala Terminals is the implementation of a single integral and efficient multimodal system that connects the inland industry with ocean ports in a regular and reliable way and that drives the development of riverside municipalities. In addition, the project aims to make transport more efficient, which allows more cargo to be transported with lower fuel consumption, thus reducing greenhouse gas emissions per unit of cargo transported.",Carbon,No,2015-06-19T00:00:00,,True,True,,,2025-06-18T00:00:00,,,,2869,"AENOR CONFIA, S.A. (UNIPERSONAL)",110100000041003.0,,PIPELINE_LISTING_UNDER_DEVELOPMENT,False,100000000000011,Colombia,Barrancabermeja / Cartagena,Santander / Bolívar,,7.098653,-73.892951,,,,,,2869,2015-06-19T00:00:00,2015-06-19T00:00:00,7.098653/-73.892951,Transport,,,,,,,,,,,,,,,False,,AM0090 (Version NA),,,2015-06-19T00:00:00,,150000000000045.0,Latin America,,,Impala Terminals Colombia S.A.S (PP),,40000,,,False,,2015-06-19T00:00:00,2025-06-18T00:00:00,,"5,000 - 1,000,000 tCO2-e per year",150000000000062,1.0,,,,,,,,False,,,,,verra_platts,2869,original,68081,BARRANCABERMEJA
110200000671971,110200000671971,2026-08-21T17:27:39.615165712,150000000000001,Verified Carbon Standard,,,2026-08-20T17:51:25.761,,Registered,Registered,1399,Mutatá REDD+ Project,"Proyecto REDD+ para mitigar el cambio climático, proteger la rica biodiversidad y generar fuentes de ingresos para las comunidades indígenas pobres, a través de la gobernanza forestal, el desarrollo de capacidades y las actividades productivas que evitarán la tala selectiva de bosques nativos, evitando la degradación y la deforestación. Ubicado tanto en el noreste del Chocó como en el noroeste de Antioquia, en la región del Darién de Colombia. Desarrollado por BIOREDD+/USAID",Carbon,No,2013-06-26T00:00:00,2025-08-21T18:09:54,True,True,,,2043-06-25T00:00:00,,,,1399,"Rainforest Alliance, Inc. (Rainforest Alliance)",110100000041307.0,,REGISTERED,True,100000000000011,Colombia,Mutatá,Antioquia and Choco,,7.298886,-76.487774,,,,,,1399,2013-06-26T00:00:00,2013-06-26T00:00:00,7.298886/-76.487774,Agriculture Forestry and Other Land Use,,,,,,,,,,,,,,,True,,VM0006 (Version NA),,,2013-06-26T00:00:00,2020-04-06T00:00:00,150000000000045.0,Latin America,34288.0,,Cabildo Mayor Indígena de Mutatá,REDD,156476,,,False,,2013-06-26T00:00:00,2043-06-25T00:00:00,,"5,000 - 1,000,000 tCO2-e per year",150000000000062,1.0,30.0,,,,,,,False,,,,,verra_platts,1399,original,05480,MUTATÁ
110200000676389,110200000676389,2026-08-21T17:27:52.538859865,150000000000001,Verified Carbon Standard,,,2025-06-27T17:17:07,,Pipeline Listing (under development) approved,Pipeline listing (under development) approved,4894,"MÜSESI project for active restoration in areas of the Sierra Nevada Santa Marta, Colombia","This grouped project is designed to establish in the first stage 810.98 hectares of native species in the municipalities of Aracataca, Fundación, Santa Marta, Ciénaga, Dibuya, and El Copey, Colombia. The specific objectives of this project are: 1.	Setting up large-scale tree planting projects on 810.98 ha based on the “direct seeding” technique. 2.	Implementation of solutions for soil fertility, water conservation, climate change mitigation, and animal habitat. 3.	To raise awareness of climate change and adaptation strategies. 4.	To develop economic instruments to ensure the sustainability of the project over time. 5.	Creation of schools’ farms through the implementation of a community program that fosters the training of the community on sustainability restoration practices with native species to create a community using self-sustaining systems. The project contributes to the mitigation of greenhouse gases through a combination of sustainable land management practices and principles that promote carbon sequestration and reduced greenhouse gas emissions planting 731,765 trees in the first instance. These plants capture and store carbon dioxide from the atmosphere through photosynthesis, effectively sequestering carbon in the biomass and soil, and will result in an annual average of 46,053 tCO2, during 30 years, thus, a total of 1,381,590 tCO2.",Carbon,No,2022-01-01T00:00:00,,True,True,,,2081-12-31T00:00:00,,,,4894,,,,PIPELINE_LISTING_UNDER_DEVELOPMENT_APPROVED,False,100000000000011,Colombia,"Aracataca, Fundación, Santa Marta, Cienaga",Sierra Nevada Santa Marta,,11.006243,-74.241022,,,,,,4894,2022-01-01T00:00:00,2022-01-01T00:00:00,11.006243/-74.241022,Agriculture Forestry and Other Land Use,,,,,,,,,,,,,,,False,,VM0047 (Version NA),,,2022-01-01T00:00:00,,150000000000045.0,Latin America,811.0,https://www.allcot.com/project-development/musesi-afforestation-project-sierra-nevada-santa-marta/,ALLCOT A.G. (PP),ARR,50153,,,False,,2022-01-01T00:00:00,2081-12-31T00:00:00,,"5,000 - 1,000,000 tCO2-e per year",150000000000062,1.0,60.0,,,,,,,False,,,,,verra_platts,4894,original,47189,CIÉNAGA
110200000674853,110200000674853,2026-08-21T17:27:46.202385807,150000000000001,Verified Carbon Standard,,,2026-05-05T21:44:17,,Under validation (Public comment period closed),Under validation (Public comment period closed),4777,NATURAL SILVOPASTORAL SYSTEMS IN THE COLOMBIAN ORINOQUIA REGION,"The project “Natural silvopastoral systems in the Colombian Orinoquia Region” is a grouped project comprising a set of activities to improve grassland management. The project primary objective is to achieve a reduction in overall emissions by focusing on carbon sequestration. This will be accomplished by enhancing livestock practices through the following project activities: - Implementation of adaptive multi-paddock grazing with improved deep-rooted grass cultivars, specifically Urochloa humidicola, - Human-assisted regeneration of arbustive chaparros (Curatella americana) on paddocks to harness the potential of existing natural processes of seed dispersal and resources to restore woody vegetation, - Cease grassland burns, and - Natural regeneration of tropical, highland savannah vegetation in buffer zones around riparian forests, and environmental. The project activities will take place in approximately 150,000 ha of Vichada and Meta, two of the four departments of the Orinoquia region in Colombia, referred to here as “Colombian Orinoquia”. The crediting period is 2020 to 2040 applying the VCS Methodology for Improved Agricultural Land Management VM0042 Version 2.0. An estimate of the annual average and total GHG emission reductions and removals are approximately 270,000 t CO2eq per year and 5,400,000 t CO2eq, respectively. With its implementation, project instances will see an increase in livestock production, alongside overall emissions reduction driven by soil carbon sequestration. Prior to the implementation of the project, livestock practices in the regions are characterized by annual burning of savannas and low-quality animal feed. It is also expected substantial contribution to the sustainable development goals (SDGs) 2 Zero hunger, 8 Decent work and economic growth, 9 Industry, innovation and infrastructure, 12 Responsible consumption and production, 13 Climate action, 15 Life on land, and 17 Partnerships for the goals.",Carbon,No,2021-01-01T00:00:00,,True,True,,,2040-12-31T00:00:00,,,,4777,Verifit SAS,110100000036457.0,,UNDER_VAL_COMMENT_CLOSED,False,100000000000011,Colombia,La Primavera,Vichada and Meta,,5.930179,-69.633452,,,,,,4777,2021-01-01T00:00:00,2021-01-01T00:00:00,5.930179/-69.633452,Agriculture Forestry and Other Land Use,,,,,,,,,,,,,,,False,,VM0042 (Version NA),,,2021-01-01T00:00:00,,150000000000045.0,Latin America,150000.0,,Agropecuaria Bambusa SAS (PP),ALM,248916,,,False,,2021-01-01T00:00:00,2040-12-31T00:00:00,,"5,000 - 1,000,000 tCO2-e per year",150000000000062,1.0,20.0,,,,,,,False,,,,,verra_platts,4777,original,99524,LA PRIMAVERA
110200000677413,110200000677413,2026-08-21T17:27:52.610523127,150000000000001,Verified Carbon Standard,,,2026-01-21T14:14:07,,Registered,Registered,4732,"NatureRe assisted natural regeneration project in degraded lands in Antioquia, Colombia","The NatureRe project is a grouped project that seeks to sustainably manage 4,500 ha, within which it is estimated there is potential to restore approximately 2,925 ha. This area corresponds to livestock-degraded lands in the Antioquia Department (Colombia), in three subregions: Magdalena Medio, Bajo Cauca, and Nordeste. The project aims to restore native forest species by applying different ANR models.",Carbon,No,2022-10-01T00:00:00,2026-01-21T14:14:07,True,True,,,2062-09-30T00:00:00,,,,4732,Colombian Institute for Technical Standards and Certification (ICONTEC),110100000042585.0,,REGISTERED,False,100000000000011,Colombia,"Magdalena Medio, Bajo Cauca, and Nordeste",Antioquia,,6.382592,-74.697917,,,,,,4732,2022-10-01T00:00:00,2022-10-01T00:00:00,6.382592/-74.697917,Agriculture Forestry and Other Land Use,,,,,,,,,,,,,,,False,,AR-ACM0003 (Version NA),,,2022-10-01T00:00:00,2025-04-23T00:00:00,150000000000045.0,Latin America,4500.0,,Multiple Project Proponents,ARR,37467,,,False,,2022-10-01T00:00:00,2062-09-30T00:00:00,,"5,000 - 1,000,000 tCO2-e per year",150000000000062,1.0,40.0,,,,,,,False,,,,,verra_platts,4732,original,05579,PUERTO BERRÍO
110200000673384,110200000673384,2026-08-21T17:27:46.002059713,150000000000001,Verified Carbon Standard,,,2025-04-14T22:22:59,,Rejected by Administrator,Rejected by Administrator,2459,NAYA REDD+,"The NAYA REDD+ aims to develop a participatory process to establish a sustainable management system for the forests of the Community Council of the Naya River Basin, to ensure environmental sustainability and mitigate the threats posed by the main agents and drivers of deforestation, in particular, the strategy is to avoid deforestation through the implementation of the REDD+ project (Reduction of Emissions due to Deforestation and Forest Degradation, conservation of carbon reserves, sustainable management of forests and improvement of forest reserves in developing countries), this project permits the providing of payments for the compensation of the provided ecosystem services. Therefore, the collective territories linked to the project seek, through their territorial autonomy, to carry out conservation processes that preserve their cultural identity and promote the protection of biodiversity and the environmental wealth of their territory. Characteristics directly linked with the objective of REDD+ projects, with desired, sustainable local development, as well as the purpose of reducing emissions generated by deforestation. The Community Council of the Naya River Basin is located in the Colombian Biogeographic Pacific Region, in very humid tropical forests between the departments of Valle del Cauca and Cauca, under the jurisdiction of the municipalities of Buenaventura and López de Micay. This Collective territory was awarded under Resolution 6640 of 2015 of INCODER.",Carbon,No,2015-11-26T00:00:00,,True,True,,,2035-11-25T00:00:00,,,,2459,"AENOR CONFIA, S.A. (UNIPERSONAL)",110100000041003.0,,REJECTED,False,100000000000011,Colombia,Buenaventura/Valle de Cauca ; López de Micay/Cauca,Consejo Comunitario de La Comunidad Negra Del Rio,,3.059431,-77.165316,,,,,,2459,2015-11-26T00:00:00,2015-11-26T00:00:00,3.059431/-77.165316,Agriculture Forestry and Other Land Use,,,,,,,,,,,,,,,False,,VM0007 (Version NA),,,2015-11-26T00:00:00,2024-01-02T00:00:00,150000000000045.0,Latin America,178483.0,https://biofix.co/portafolio/naya-redd/,Multiple Project Proponents,"REDD,WRC",307252,,,False,,2015-11-26T00:00:00,2035-11-25T00:00:00,,"5,000 - 1,000,000 tCO2-e per year",150000000000062,1.0,20.0,,,,,,,False,,,,,verra_platts,2459,original,19418,LÓPEZ DE MICAY
110200000677280,110200000677280,2026-08-21T17:27:52.603369118,150000000000001,Verified Carbon Standard,,,2025-01-15T14:34:40,,Registration and verification approval requested,Registration and verification approval requested,3218,Origen Atrato-Baudó REDD+ Project,"The Atrato-Baudó REDD+ Project aims to reduce GHG emissions from deforestation of natural forest. It is expected to achieve this through implementation of community actions framed in conservation, protection and sustainable management of the forest, which lead to improvements in living conditions in the territories. The area of the project’s first instance is located in the Tumbes-Chocó-Magdalena bioregion, in the municipalities of Alto Baudó, Quibdó, Lloró, Bagadó, Tadó, Río Iró (Santa Rita) and Cértegui, in the department of Chocó. The project is designed as a grouped project, initially made up of the collective territories of the following Afro-descendant communities: Community Council of San Isidro, Community Council of Villa Conto and Major Community Council of the Alto Atrato Popular Peasant Organization (COCOMOPOCA).  The project activities are aligned with the community needs and purposes identified during the process of relationship and free and informed prior consent developed with the communities. These actions are aimed at achieving four major purposes, which are: Governance and community management; social and community infrastructure; sustainable livelihoods and environmental protection, basic sanitation and aqueducts. Currently, the forests in the project area include areas of very humid tropical forest with transition to Tropical Rainforest. These ecosystem characteristics potentiate the habitat conditions of both flora and fauna, being cataloged as one of the most biodiverse areas of the country and the continent, characterized by endemism.  Deforestation that occurs in the project area are the result of a combination of complex socioeconomic and historical factors, associated with extractive processes that have directly affected biodiversity and ecosystem services. The project, as an alternative to conversion, aims to maintain carbon stocks through sustainable forest management, promoting improvements in the living conditions of local communities.",Carbon,No,2019-12-13T00:00:00,,True,True,,,2049-12-12T00:00:00,,,,3218,"AENOR CONFIA, S.A. (UNIPERSONAL)",110100000041003.0,,REGISTRATION_VERIFICATION_APPROVAL_REQ,False,100000000000011,Colombia,Municipality of Alto Baudó,Department of Chocó,,5.61735,-76.831547,,,,,,3218,2019-12-13T00:00:00,2019-12-13T00:00:00,5.617350/76.831547,Agriculture Forestry and Other Land Use,,,,,,,,,,,,,,,False,,VM0009 (Version NA),,,2019-12-13T00:00:00,,150000000000045.0,Latin America,113492.0,www.wildlifeworks.com,Multiple Project Proponents,REDD,343528,,,False,,2019-12-13T00:00:00,2049-12-12T00:00:00,,"5,000 - 1,000,000 tCO2-e per year",150000000000062,1.0,30.0,,,,,,,False,,,,,verra_platts,3218,signo_lon_negado,27600,RÍO QUITO
110200000673684,110200000673684,2026-08-21T17:27:46.021242205,150000000000001,Verified Carbon Standard,,,2025-03-14T16:45:07,,Registered,Registered,1695,PAYMENT FOR ENVIRONMENTAL SERVICES SCHEME FOR FOREST MANAGEMENT AND CONSERVATION OF WATER SOURCES IN THE JURISDICTION OF CORPOCHIVOR,"This project was open to a CCB Program public comment from 22 June  22 July 2017,. and was open for a VCS Program public comment period from 02 January - 01 February 2018. No comments were received during either comment period.",Carbon,No,2014-04-11T00:00:00,2025-03-14T16:45:07,True,True,,,2044-04-10T00:00:00,,,,1695,Colombian Institute for Technical Standards and Certification (ICONTEC),110100000042585.0,,REGISTERED,True,100000000000011,Colombia,Chivor,Boyaca,,4.888858,-73.366905,,,,,,1695,2014-04-11T00:00:00,2014-04-11T00:00:00,4.888858/-73.366905,Agriculture Forestry and Other Land Use,,,,,,,,,,,,,,,False,,VM0015 (Version 1.1),,,2014-04-11T00:00:00,2018-01-16T00:00:00,150000000000045.0,Latin America,937.0,,Local Environmental Authority of Chivor (CORPOCHIVOR– Corporación Autónoma Regional de Chivor),REDD,1662,,,False,,2014-04-11T00:00:00,2044-04-10T00:00:00,,"< 5,000 tCO2-e per year",150000000000061,1.0,30.0,,,,,,,False,,,,,verra_platts,1695,original,15236,CHIVOR
110200000674927,110200000674927,2026-08-21T17:27:46.206674806,150000000000001,Verified Carbon Standard,,,2023-05-11T04:29:21,,Rejected by Administrator,Rejected by Administrator,3690,PROJECT MATANI REDD+ DIOS MAYOR DE LOS PUEBLOS CABILLARI,"Colombia has approximately 60 million hectares of forest. Of these, 66% is located in the Amazon biome. The Forest and Carbon Monitoring System (SMByC) of the Institute of Hydrology, Meteorology and Environmental Studies (IDEAM), identified that in 2021, 174,103 ha of forest were deforested. The name given to the Conservation Project is PROJECT MATANI REDD+ DIOS MAYOR DE LOS PUEBLOS CABILLARI, Matani is the Greatest God of the communities that make up the Association of Traditional Indigenous Captains of Vaupés (ACTIVA), made up of the communities of Altamira, Buenos aires, Cachiporro, Mutanacua, Villagladys, Cananari, Morroco, Reforma, Villareal. The Jirijirimo REDD+ Project is located in the Department of Vaupes, corresponding to the Amazon biome of Colombia. Due to its biophysical conditions, this biogeographic zone is strategic for regulating the climate, sustaining biological cycles, conserving soil and water resources, capturing greenhouse gas emissions, and conserving the biological diversity of the region. Amazon region. Therefore, the indigenous communities linked to the project seek, through their territorial autonomy and their right to free self-determination, to carry out conservation processes framed in sustainability criteria that have to do with the protection of natural forest areas, rescue and protection of their cultural identity and promotion of productive practices that promote the protection of biodiversity and the environmental richness of their territory. Characteristics that are directly linked to the purpose of REDD+ projects, with the desired sustainable local development, as well as with the purpose of reducing emissions generated due to deforestation and forest degradation. The project MATANI REDD+ DIOS MAYOR DE LOS PUEBLOS CABILLARI  constitutes an area of 814,948 hectares. The main objective of the project has been is to avoid the unplanned deforestation (AUD) in the Amazon rainforest.",Carbon,No,2017-06-02T00:00:00,,True,True,,,2037-06-01T00:00:00,,,,3690,Earthood Services Limited,110100000036441.0,,REJECTED,False,100000000000011,Colombia,Assoc. of Trad. Indigenous Capts. of Vaupés ACTIVA,Vaupés,,0.020555,-71.001941,,,,,,3690,2017-06-02T00:00:00,2017-06-02T00:00:00,0.020555/71.001941,Agriculture Forestry and Other Land Use,,,,,,,,,,,,,,,False,,VM0015 (Version NA),,,2017-06-02T00:00:00,,150000000000045.0,Latin America,814948.0,,Multiple Project Proponents,REDD,1067300,,,False,,2017-06-02T00:00:00,2037-06-01T00:00:00,,"> 1,000,000 tCO2-e per year",150000000000063,1.0,20.0,,,,,,,False,,,,,verra_platts,3690,signo_lon_negado,97511,PACOA
110200000672656,110200000672656,2026-08-21T17:27:39.656378521,150000000000001,Verified Carbon Standard,,,2025-02-27T07:46:56,,Withdrawn,Withdrawn,4419,Project MATANI REDD+ DIOS MAYOR DE LOS PUEBLOS CABILLARI CONSERVACION ANCESTRAL,"Colombia has approximately 60 million hectares of forest. Of these, 66% is located in the Amazon biome. The Forest and Carbon Monitoring System (SMByC) of the Institute of Hydrology, Meteorology and Environmental Studies (IDEAM), identified that in 2021, 174,103 ha of forest were deforested. The name given to the Conservation Project is Project MATANI REDD+ DIOS MAYOR DE LOS PUEBLOS CABILLARI CONSERVACION ANCESTRAL, Matani is the Greatest God of the communities that make up the Association of Traditional Indigenous Captains of Vaupés (ACTIVA), made up of the communities of Altamira, Buenos aires, Cachiporro, Mutanacua, Villagladys, Cananari, Morroco, Reforma, Villareal. The Project MATANI REDD+ is located in the Department of Vaupes, corresponding to the Amazon biome of Colombia. Due to its biophysical conditions, this biogeographic zone is strategic for regulating the climate, sustaining biological cycles, conserving soil and water resources, capturing greenhouse gas emissions, and conserving the biological diversity of the region. Amazon region. Therefore, the indigenous communities linked to the project seek, through their territorial autonomy and their right to free self-determination, to carry out conservation processes framed in sustainability criteria that have to do with the protection of natural forest areas, rescue and protection of their cultural identity and promotion of productive practices that promote the protection of biodiversity and the environmental richness of their territory. Characteristics that are directly linked to the purpose of REDD+ projects, with the desired sustainable local development, as well as with the purpose of reducing emissions generated due to deforestation and forest degradation. The project MATANI REDD+ DIOS MAYOR DE LOS PUEBLOS CABILLARI CONSERVACION ANCESTRAL constitutes an area of 812,491 hectares. The main objective of the project has been is to avoid the unplanned deforestation (AUD) in the Amazon rainforest.",Carbon,No,2020-05-20T00:00:00,,True,True,,,2040-05-19T00:00:00,,,,4419,Earthood Services Limited,110100000036441.0,,WITHDRAWN,False,100000000000011,Colombia,Assoc. of Trad. Indigenous Capts. of Vaupés ACTIVA,Vaupés,,0.020555,-71.001941,,,,,,4419,2020-05-20T00:00:00,2020-05-20T00:00:00,0.020555/71.001941,Agriculture Forestry and Other Land Use,,,,,,,,,,,,,,,False,,VM0015 (Version NA),,,2020-05-20T00:00:00,,150000000000045.0,Latin America,812491.0,,Multiple Project Proponents,REDD,1067300,,,False,,2020-05-20T00:00:00,2040-05-19T00:00:00,,"> 1,000,000 tCO2-e per year",150000000000063,1.0,20.0,,,,,,,False,,,,,verra_platts,4419,signo_lon_negado,97511,PACOA
110200000678011,110200000678011,2026-08-21T17:27:52.645702083,150000000000001,Verified Carbon Standard,,,2026-08-17T12:14:18.344,,Under validation (Public comment period closed),Under validation (Public comment period closed),5901,"PROJECT URAMIA – COMMUNITY-LED FOREST CONSERVATION REDD+ PROJECT IN CHOCÓ, COLOMBIA","Project Uramia is a large-scale, community-led REDD+ initiative in Colombia’s Chocó Basin, one of the world’s most biodiverse forest regions. Located in the Bajo Atrato region (Río Sucio and Carmen del Darién, Chocó Department), the project protects 255,220 hectares of intact tropical forest across six Indigenous resguardos. Project Uramia applies a rights-based, community-centered conservation model combining active forest protection, community-based monitoring and patrols, and strengthened Indigenous governance through elected Project Councils and participatory land-use planning. The project promotes sustainable livelihoods—including non-timber forest product value chains, agroforestry, and artisanal activities—with a strong focus on women and youth, reducing reliance on destructive land-use practices. The project targets Avoided Unplanned Deforestation (AUD) under Verra VCS Methodology VM0048 v1.0, with a 40-year crediting period (May 2024–May 2064). It is expected to generate approximately 1.0 million tCO₂e annually, totaling over 40 million tCO₂e over the crediting period.",Carbon,No,2024-05-10T00:00:00,,True,True,,,2064-05-09T00:00:00,,,,5901,Earthood Services Limited,110100000036441.0,,UNDER_VAL_COMMENT_CLOSED,False,100000000000011,Colombia,Choco Region,,,5.252803,-76.825965,,,,,,5901,2024-05-10T00:00:00,,5.252803/76.825965,Agriculture Forestry and Other Land Use,,,,,,,,,,,,,,,False,,VM0048 (Version NA),,,2024-05-10T00:00:00,,150000000000045.0,Latin America,255220.0,,Multiple Project Proponents,REDD,737675,,,False,,2024-05-10T00:00:00,2064-05-09T00:00:00,,"> 1,000,000 tCO2-e per year",150000000000063,1.0,40.0,,,,,,,False,,,,,verra_platts,5901,signo_lon_negado,27361,ISTMINA
